true_member,predicted_member,attack_score,true_class
1,0,0.382417,8
1,1,0.599656,4
1,0,0.461601,4
1,0,0.311778,5
1,0,0.483856,1
1,0,0.304300,6
1,0,0.499119,2
1,1,0.619386,5
1,1,0.541741,2
1,1,0.606850,4
1,1,0.630093,5
1,1,0.559871,8
1,0,0.435347,7
1,1,0.558004,6
1,1,0.580925,0
1,0,0.456382,9
1,0,0.452067,1
1,1,0.606888,2
1,1,0.548158,6
1,1,0.574537,7
1,1,0.583302,2
1,1,0.564467,1
1,1,0.532022,4
1,1,0.613939,0
1,0,0.145668,3
1,1,0.566039,1
1,1,0.538376,9
1,0,0.240322,0
1,1,0.520726,9
1,1,0.566879,1
1,0,0.473551,4
1,0,0.495680,4
1,1,0.592107,2
1,0,0.488118,2
1,1,0.588141,5
1,1,0.571481,8
1,0,0.361918,2
1,1,0.519830,3
1,1,0.575942,7
1,1,0.535241,1
1,1,0.529612,7
1,1,0.553253,6
1,1,0.548815,6
1,1,0.576796,0
1,1,0.572963,7
1,1,0.629594,5
1,1,0.634249,5
1,1,0.601028,4
1,0,0.103419,3
1,1,0.549565,6
1,1,0.609164,5
1,1,0.564315,7
1,1,0.599054,2
1,1,0.615960,3
1,0,0.280421,3
1,1,0.514339,3
1,1,0.572291,0
1,1,0.571867,8
1,1,0.514466,4
1,1,0.626287,5
1,0,0.417802,2
1,1,0.531514,8
1,1,0.555465,6
1,0,0.468301,3
1,1,0.627081,5
1,1,0.573343,7
1,1,0.606047,2
1,1,0.573296,7
1,1,0.568774,0
1,1,0.578233,7
1,1,0.564883,3
1,1,0.547592,6
1,0,0.196360,9
1,1,0.647326,3
1,1,0.542081,6
1,1,0.554132,6
1,1,0.575516,7
1,1,0.577030,3
1,0,0.421169,6
1,1,0.606973,2
1,1,0.547210,6
1,0,0.120230,6
1,1,0.591673,4
1,1,0.554476,0
1,1,0.592528,2
1,0,0.214990,5
1,1,0.561652,9
1,1,0.563172,0
1,1,0.620847,3
1,1,0.569426,8
1,0,0.403691,6
1,1,0.559400,9
1,0,0.494921,5
1,1,0.610471,5
1,1,0.544650,4
1,1,0.647180,3
1,1,0.604151,2
1,0,0.139276,9
1,1,0.572488,7
1,1,0.545884,6
1,0,0.448111,0
1,0,0.418290,4
1,1,0.563145,2
1,0,0.484093,2
1,1,0.564680,1
1,0,0.433976,3
1,0,0.458126,8
1,1,0.566391,7
1,1,0.573393,7
1,1,0.612347,2
1,1,0.558484,0
1,1,0.572820,7
1,1,0.594281,0
1,1,0.573458,7
1,1,0.563435,8
1,1,0.591103,2
1,1,0.573461,7
1,1,0.521073,7
1,0,0.176694,5
1,0,0.294054,8
1,0,0.302717,4
1,1,0.611214,3
1,0,0.220146,5
1,0,0.429789,5
1,1,0.571587,8
1,1,0.614656,3
1,0,0.123935,7
1,1,0.576388,4
1,1,0.570291,8
1,1,0.526584,0
1,1,0.568836,9
1,1,0.569724,8
1,1,0.547219,9
1,1,0.611907,2
1,1,0.541704,1
1,1,0.581403,7
1,1,0.532740,5
1,0,0.301773,6
1,0,0.496058,1
1,1,0.553458,6
1,1,0.597874,4
1,1,0.519193,5
1,1,0.554357,6
1,1,0.576566,7
1,1,0.582705,2
1,1,0.559205,1
1,1,0.560137,9
1,1,0.561239,9
1,1,0.546841,7
1,0,0.473118,5
1,1,0.676222,3
1,0,0.262354,7
1,0,0.287665,2
1,1,0.551037,6
1,1,0.571540,8
1,1,0.567142,8
1,0,0.491410,1
1,1,0.557609,9
1,1,0.578155,4
1,1,0.562432,3
1,1,0.550381,4
1,1,0.571700,8
1,1,0.530622,8
1,1,0.548296,6
1,1,0.547529,6
1,0,0.379337,7
1,0,0.157804,9
1,1,0.568944,8
1,1,0.560738,6
1,1,0.546392,6
1,1,0.573406,7
1,1,0.542853,9
1,0,0.391453,1
1,1,0.573481,7
1,1,0.553042,8
1,1,0.658117,3
1,1,0.570416,8
1,1,0.551156,5
1,1,0.526563,4
1,1,0.582326,2
1,1,0.592280,2
1,1,0.565696,1
1,0,0.370163,3
1,1,0.547739,6
1,1,0.570340,7
1,0,0.497879,9
1,1,0.547319,6
1,1,0.562232,1
1,0,0.360105,6
1,0,0.046414,2
1,1,0.579833,4
1,1,0.568629,8
1,0,0.207571,3
1,0,0.459195,2
1,0,0.331082,2
1,1,0.556261,6
1,1,0.539028,9
1,1,0.578899,7
1,0,0.499091,8
1,1,0.573476,7
1,0,0.476205,3
1,1,0.588708,5
1,1,0.533808,0
1,0,0.388939,5
1,1,0.537504,4
1,1,0.532518,9
1,1,0.508217,7
1,1,0.604556,2
1,1,0.565878,1
1,0,0.397736,5
1,1,0.546374,6
1,1,0.659348,0
1,0,0.431719,0
1,1,0.570806,7
1,1,0.505650,9
1,1,0.571845,8
1,1,0.563768,7
1,0,0.428668,2
1,1,0.553813,6
1,1,0.529119,2
1,1,0.566800,4
1,1,0.546584,2
1,1,0.588851,3
1,1,0.576422,5
1,1,0.570941,8
1,0,0.433259,4
1,0,0.439803,0
1,0,0.347543,4
1,1,0.594694,7
1,1,0.568350,5
1,1,0.583455,0
1,0,0.329794,3
1,1,0.619093,5
1,1,0.510442,5
1,1,0.543121,1
1,1,0.541506,4
1,0,0.181889,9
1,0,0.275751,4
1,1,0.567440,1
1,1,0.572722,8
1,1,0.559907,7
1,0,0.393011,6
1,0,0.495109,6
1,0,0.222892,3
1,1,0.528274,5
1,0,0.462600,6
1,1,0.625820,5
1,0,0.462442,1
1,0,0.387401,3
1,1,0.546852,6
1,1,0.522080,3
1,1,0.572539,7
1,1,0.520659,9
1,1,0.504210,9
1,1,0.573276,7
1,1,0.567019,1
1,0,0.390124,6
1,0,0.374383,4
1,1,0.601074,0
1,1,0.508142,6
1,1,0.601735,0
1,1,0.608746,5
1,1,0.520842,1
1,1,0.630500,2
1,1,0.548451,6
1,1,0.565008,8
1,1,0.568167,9
1,1,0.539955,4
1,1,0.502938,5
1,1,0.573263,7
1,1,0.572788,7
1,1,0.619293,2
1,1,0.530760,1
1,1,0.553838,6
1,1,0.628751,5
1,1,0.570323,8
1,1,0.603353,3
1,1,0.601567,2
1,0,0.476218,2
1,1,0.649057,2
1,0,0.457518,9
1,1,0.628866,5
1,1,0.604282,2
1,0,0.343876,2
1,1,0.588128,5
1,1,0.527800,8
1,1,0.561078,9
1,1,0.530877,3
1,1,0.566313,1
1,1,0.548333,6
1,0,0.249722,5
1,0,0.479732,5
1,1,0.617594,3
1,0,0.465010,5
1,1,0.571653,7
1,1,0.573253,7
1,1,0.545146,9
1,0,0.082057,8
1,0,0.331317,4
1,1,0.622001,5
1,1,0.511480,5
1,0,0.211551,3
1,1,0.566628,1
1,1,0.545744,1
1,0,0.410748,6
1,1,0.574683,7
1,1,0.571842,8
1,0,0.225702,9
1,1,0.518818,3
1,0,0.330341,6
1,1,0.572780,0
1,1,0.518539,1
1,1,0.571827,0
1,1,0.556757,8
1,0,0.435488,6
1,0,0.379027,8
1,1,0.532116,9
1,1,0.565220,0
1,1,0.556679,6
1,1,0.557330,9
1,0,0.270179,3
1,1,0.556987,6
1,0,0.452971,8
1,0,0.360630,5
1,0,0.445631,1
1,1,0.571362,8
1,1,0.557187,6
1,0,0.262637,9
1,1,0.635136,3
1,0,0.166207,2
1,1,0.525609,7
1,1,0.557329,6
1,1,0.525575,3
1,0,0.440285,6
1,1,0.543720,0
1,1,0.573480,7
1,1,0.549671,6
1,1,0.551199,0
1,0,0.405460,8
1,1,0.573589,7
1,1,0.599964,2
1,1,0.559869,1
1,0,0.471363,3
1,1,0.642597,0
1,1,0.554996,9
1,1,0.547239,6
1,0,0.486287,1
1,1,0.567279,4
1,1,0.564853,1
1,1,0.593999,7
1,1,0.554974,1
1,1,0.565045,0
1,0,0.328390,6
1,1,0.536708,1
1,0,0.396352,2
1,0,0.133414,1
1,1,0.576756,7
1,1,0.567230,8
1,1,0.567556,7
1,1,0.556610,1
1,1,0.557541,9
1,0,0.427266,9
1,1,0.649099,0
1,1,0.533462,3
1,1,0.560840,2
1,1,0.569510,2
1,1,0.622744,7
1,1,0.570562,7
1,1,0.506947,1
1,1,0.519432,1
1,1,0.688283,3
1,1,0.566722,1
1,1,0.557772,6
1,1,0.580199,5
1,1,0.560412,1
1,1,0.616606,2
1,1,0.543358,9
1,0,0.373848,4
1,0,0.408040,4
1,0,0.404446,3
1,0,0.484773,1
1,1,0.560693,1
1,1,0.567862,7
1,0,0.346550,8
1,1,0.598814,2
1,1,0.609149,2
1,1,0.547974,1
1,1,0.540147,5
1,0,0.381252,9
1,1,0.547905,6
1,1,0.566823,1
1,1,0.540876,3
1,1,0.596865,3
1,1,0.542079,3
1,1,0.556137,6
1,1,0.546487,6
1,1,0.529824,0
1,1,0.549265,5
1,0,0.085554,3
1,0,0.495031,6
1,1,0.605532,5
1,0,0.462207,5
1,1,0.572816,0
1,1,0.561301,1
1,0,0.456660,4
1,1,0.616521,3
1,1,0.573440,7
1,0,0.409624,6
1,1,0.555368,6
1,1,0.534681,9
1,1,0.598309,2
1,1,0.611478,4
1,1,0.570147,3
1,1,0.571259,8
1,1,0.560605,1
1,1,0.548796,9
1,1,0.687364,3
1,1,0.509578,0
1,1,0.550463,6
1,0,0.418655,2
1,1,0.587267,5
1,1,0.545689,1
1,0,0.478488,3
1,1,0.519299,9
1,1,0.526066,3
1,0,0.276228,4
1,1,0.561533,8
1,1,0.608925,5
1,1,0.571648,8
1,1,0.571149,8
1,1,0.570156,8
1,0,0.128441,6
1,1,0.610960,5
1,0,0.468396,1
1,1,0.578522,5
1,1,0.582871,7
1,1,0.591993,4
1,0,0.248731,8
1,0,0.439444,2
1,0,0.135018,1
1,1,0.562193,1
1,1,0.615107,2
1,1,0.621712,2
1,0,0.140894,5
1,1,0.509008,4
1,1,0.572559,7
1,0,0.337155,4
1,1,0.501982,5
1,0,0.479657,1
1,1,0.571056,5
1,1,0.578764,4
1,0,0.499205,8
1,1,0.687011,3
1,1,0.571035,8
1,0,0.022076,0
1,1,0.547053,6
1,1,0.517188,9
1,1,0.516822,2
1,1,0.537538,1
1,1,0.557412,6
1,1,0.560001,9
1,1,0.605252,5
1,1,0.565103,8
1,0,0.481729,2
1,1,0.612980,4
1,1,0.558839,6
1,1,0.560792,0
1,1,0.571902,7
1,0,0.376801,3
1,1,0.557803,6
1,1,0.511926,4
1,1,0.569387,0
1,1,0.633314,5
1,0,0.262034,0
1,1,0.571076,7
1,1,0.544399,6
1,1,0.629997,4
1,1,0.561308,9
1,1,0.568283,7
1,0,0.326609,9
1,1,0.564147,1
1,1,0.552322,9
1,1,0.574071,7
1,1,0.536415,5
1,0,0.380077,5
1,1,0.577607,7
1,1,0.537876,3
1,1,0.549288,2
1,0,0.281752,4
1,0,0.207000,9
1,1,0.555599,9
1,1,0.609382,4
1,1,0.571601,8
1,1,0.594225,7
1,1,0.571738,8
1,1,0.590104,7
1,1,0.562944,9
1,1,0.594606,0
1,1,0.573417,7
1,0,0.378414,3
1,0,0.105050,5
1,1,0.528645,9
1,1,0.524642,4
1,1,0.551474,2
1,1,0.573042,0
1,0,0.408284,1
1,1,0.515829,8
1,1,0.535446,8
1,0,0.382003,4
1,0,0.418186,5
1,1,0.569113,8
1,1,0.546900,6
1,0,0.313113,9
1,1,0.571664,8
1,1,0.615111,5
1,0,0.387305,5
1,1,0.547229,6
1,1,0.564258,4
1,0,0.473367,1
1,1,0.554947,2
1,0,0.452133,3
1,1,0.510423,8
1,1,0.584258,3
1,1,0.560558,3
1,1,0.596835,4
1,1,0.553954,6
1,0,0.491348,8
1,1,0.554486,6
1,1,0.537494,5
1,1,0.585610,5
1,1,0.585014,5
1,0,0.381777,3
1,0,0.252703,0
1,1,0.594333,3
1,1,0.544166,2
1,1,0.569804,8
1,1,0.574786,4
1,0,0.263824,9
1,1,0.558375,9
1,0,0.371208,4
1,1,0.562520,9
1,1,0.546540,6
1,0,0.421866,5
1,1,0.563386,1
1,1,0.542737,9
1,1,0.650045,0
1,0,0.229212,3
1,1,0.609205,2
1,1,0.636943,3
1,0,0.490856,4
1,1,0.545613,1
1,1,0.573389,7
1,1,0.571862,8
1,1,0.558573,1
1,0,0.219997,4
1,1,0.547327,6
1,1,0.570516,9
1,0,0.282802,2
1,1,0.620415,2
1,1,0.564613,8
1,1,0.554906,6
1,0,0.445100,2
1,1,0.546348,9
1,0,0.451204,5
1,1,0.564542,9
1,1,0.566989,0
1,1,0.572449,7
1,1,0.614550,3
1,1,0.524845,0
1,1,0.509904,9
1,1,0.582541,7
1,1,0.564653,8
1,1,0.579683,3
1,1,0.559668,0
1,0,0.438302,5
1,1,0.521455,8
1,1,0.557757,1
1,1,0.532925,0
1,1,0.548897,6
1,1,0.576638,4
1,1,0.561519,3
1,1,0.546512,6
1,1,0.631287,5
1,1,0.516827,6
1,1,0.566495,7
1,1,0.552312,1
1,1,0.585591,0
1,1,0.553235,9
1,0,0.239414,6
1,1,0.551004,6
1,0,0.430182,7
1,1,0.594753,7
1,1,0.557570,1
1,1,0.566176,1
1,1,0.586739,3
1,1,0.557718,1
1,0,0.070072,8
1,0,0.312609,9
1,0,0.228468,5
1,0,0.356972,8
1,1,0.613209,5
1,1,0.561180,0
1,1,0.582058,5
1,1,0.507371,5
1,1,0.610802,4
1,1,0.529177,0
1,0,0.480509,1
1,0,0.320537,4
1,1,0.548091,1
1,1,0.570027,0
1,0,0.485998,4
1,0,0.143480,4
1,1,0.573458,7
1,1,0.571398,8
1,0,0.209409,2
1,1,0.649766,3
1,0,0.414878,4
1,1,0.579059,7
1,1,0.555116,3
1,0,0.470766,5
1,1,0.571326,8
1,1,0.598110,4
1,1,0.563015,4
1,1,0.570168,8
1,1,0.558730,9
1,1,0.504720,3
1,1,0.559845,9
1,1,0.548435,6
1,0,0.435797,6
1,0,0.333583,0
1,1,0.581058,7
1,1,0.636081,5
1,1,0.571615,8
1,1,0.584085,3
1,1,0.569940,7
1,1,0.614807,2
1,0,0.441838,5
1,1,0.567240,4
1,1,0.547081,6
1,1,0.511428,9
1,1,0.547936,6
1,0,0.358735,0
1,1,0.523020,0
1,1,0.570314,8
1,0,0.155224,4
1,1,0.593755,3
1,1,0.583877,5
1,1,0.580911,2
1,1,0.553253,1
1,1,0.563150,0
1,0,0.072942,7
1,1,0.502885,2
1,1,0.569147,0
1,1,0.559241,9
1,1,0.621952,3
1,1,0.573347,7
1,1,0.570027,0
1,1,0.636847,5
1,1,0.563782,1
1,1,0.573439,7
1,0,0.355946,6
1,0,0.459121,3
1,1,0.507888,1
1,1,0.569605,9
1,0,0.476270,9
1,0,0.174645,0
1,0,0.460222,2
1,1,0.564746,0
1,0,0.244889,6
1,1,0.584032,7
1,1,0.571883,8
1,1,0.574626,7
1,1,0.558924,1
1,0,0.119372,2
1,1,0.589995,7
1,1,0.529166,0
1,1,0.557688,1
1,0,0.374153,3
1,1,0.557277,8
1,1,0.523632,4
1,1,0.557829,0
1,1,0.572577,2
1,1,0.564080,0
1,1,0.631844,3
1,1,0.547196,6
1,1,0.565477,3
1,1,0.621306,7
1,0,0.375965,4
1,1,0.547509,7
1,1,0.627295,3
1,1,0.556247,4
1,0,0.490947,1
1,0,0.256875,4
1,1,0.549049,6
1,0,0.172638,5
1,0,0.485667,3
1,1,0.571447,7
1,1,0.588129,2
1,1,0.563098,1
1,1,0.557115,6
1,1,0.571067,8
1,1,0.551643,8
1,0,0.308411,5
1,1,0.570749,8
1,1,0.553441,9
1,1,0.585707,0
1,1,0.570700,8
1,1,0.569259,0
1,0,0.310961,7
1,0,0.163569,6
1,1,0.554176,6
1,1,0.548823,6
1,1,0.545053,7
1,0,0.488952,3
1,1,0.607878,0
1,1,0.581447,0
1,1,0.635124,4
1,1,0.526525,2
1,0,0.482322,0
1,1,0.629355,2
1,1,0.567846,8
1,1,0.595083,4
1,1,0.622126,7
1,0,0.350954,6
1,0,0.475794,4
1,1,0.574426,0
1,0,0.244405,5
1,1,0.588976,5
1,1,0.609481,4
1,0,0.231789,3
1,1,0.517569,5
1,1,0.545999,0
1,1,0.502991,2
1,1,0.609570,7
1,1,0.589969,2
1,1,0.544952,5
1,1,0.546520,6
1,1,0.554170,1
1,1,0.633442,0
1,1,0.635731,5
1,0,0.492720,1
1,1,0.631289,5
1,1,0.566067,1
1,1,0.586191,8
1,0,0.347217,1
1,0,0.479991,7
1,1,0.571772,0
1,0,0.436505,5
1,1,0.552309,6
1,1,0.567082,1
1,1,0.555710,1
1,0,0.243982,8
1,1,0.614139,2
1,1,0.550381,6
1,1,0.554761,6
1,1,0.566809,1
1,1,0.565680,1
1,1,0.608067,0
1,1,0.552772,6
1,1,0.579503,5
1,1,0.548622,6
1,1,0.571840,8
1,1,0.626160,2
1,1,0.571410,8
1,1,0.544975,6
1,1,0.512646,5
1,1,0.572770,0
1,1,0.663452,3
1,0,0.479302,1
1,1,0.546089,4
1,1,0.590897,4
1,1,0.573273,3
1,0,0.438857,2
1,0,0.470120,2
1,1,0.551755,6
1,1,0.621906,4
1,0,0.202313,8
1,1,0.572955,7
1,1,0.559006,1
1,1,0.598315,2
1,0,0.480133,4
1,1,0.547428,6
1,1,0.558646,6
1,1,0.560307,3
1,1,0.618947,2
1,0,0.071630,7
1,1,0.569735,0
1,1,0.572938,7
1,1,0.557142,9
1,1,0.558676,6
1,1,0.561269,9
1,0,0.261339,5
1,1,0.603066,7
1,1,0.676185,3
1,1,0.547085,6
1,1,0.625092,3
1,1,0.559583,1
1,1,0.566058,1
1,0,0.249134,7
1,1,0.554291,6
1,1,0.570861,8
1,1,0.569531,8
1,1,0.551707,8
1,1,0.551998,1
1,0,0.402027,5
1,1,0.558349,1
1,1,0.566033,1
1,1,0.565450,1
1,1,0.550033,6
1,1,0.571094,0
1,1,0.561525,9
1,1,0.549926,6
1,0,0.225558,2
1,1,0.620614,3
1,0,0.418966,2
1,1,0.573194,0
1,0,0.425701,5
1,1,0.536676,2
1,0,0.031064,6
1,1,0.564405,1
1,1,0.562826,7
1,0,0.497743,9
1,0,0.407131,3
1,1,0.573921,8
1,1,0.576163,7
1,0,0.446765,3
1,1,0.548211,6
1,1,0.701568,3
1,1,0.591475,4
1,1,0.548700,6
1,1,0.596802,7
1,1,0.569109,0
1,1,0.507288,7
1,1,0.582567,2
1,0,0.118174,2
1,1,0.552035,8
1,0,0.339593,4
1,0,0.479528,3
1,1,0.575763,3
1,0,0.468548,4
1,1,0.567300,9
1,0,0.187649,2
1,1,0.552382,6
1,1,0.691104,3
1,0,0.109895,7
1,1,0.543486,1
1,0,0.453699,5
1,0,0.482628,0
1,1,0.586118,2
1,1,0.571593,7
1,1,0.562689,4
1,1,0.555638,9
1,1,0.571027,8
1,0,0.347253,0
1,1,0.552400,8
1,0,0.328008,1
1,1,0.561532,9
1,1,0.637516,5
1,1,0.557619,5
1,0,0.441552,9
1,1,0.540339,4
1,0,0.460559,7
1,1,0.615022,2
1,1,0.571424,8
1,1,0.518287,2
1,1,0.559180,2
1,1,0.527699,1
1,0,0.499970,6
1,1,0.587959,5
1,1,0.550865,4
1,0,0.097022,6
1,1,0.614225,4
1,1,0.547645,0
1,1,0.548380,9
1,0,0.257977,2
1,1,0.627091,5
1,0,0.392666,6
1,1,0.551488,0
1,1,0.551811,6
1,1,0.668310,3
1,1,0.571107,8
1,1,0.620069,3
1,1,0.639675,3
1,0,0.474638,1
1,1,0.547493,9
1,1,0.558603,0
1,1,0.569399,9
1,1,0.565110,0
1,1,0.640068,2
1,0,0.467805,2
1,1,0.578582,3
1,0,0.260170,4
1,0,0.466730,3
1,1,0.572754,0
1,1,0.525589,9
1,1,0.568266,8
1,0,0.399254,2
1,1,0.585347,2
1,1,0.575118,5
1,0,0.127842,9
1,0,0.374859,9
1,1,0.547317,6
1,1,0.570929,7
1,0,0.405757,9
1,0,0.428140,7
1,1,0.553696,8
1,1,0.570701,8
1,1,0.560083,8
1,0,0.393680,7
1,1,0.663760,3
1,1,0.567099,1
1,1,0.551344,6
1,0,0.473914,3
1,0,0.446156,5
1,1,0.564843,1
1,1,0.566945,1
1,1,0.573554,7
1,1,0.566679,8
1,0,0.210183,4
1,1,0.630889,5
1,1,0.592432,3
1,1,0.567117,8
1,1,0.571691,8
1,0,0.467216,2
1,1,0.578208,0
1,1,0.563036,8
1,1,0.625735,5
1,1,0.574362,0
1,1,0.554910,9
1,1,0.544125,0
1,1,0.555910,1
1,1,0.559915,0
1,1,0.567533,3
1,1,0.624014,4
1,1,0.549834,6
1,1,0.547962,9
1,0,0.259278,8
1,1,0.511067,3
1,1,0.552081,2
1,1,0.567182,1
1,1,0.572077,0
1,1,0.560853,9
1,1,0.560170,1
1,0,0.314979,4
1,1,0.562758,1
1,1,0.612467,4
1,1,0.571906,8
1,1,0.579405,2
1,0,0.174071,1
1,1,0.566196,1
1,1,0.555034,9
1,0,0.447535,4
1,1,0.575229,7
1,1,0.554960,5
1,0,0.437360,1
1,1,0.562513,1
1,1,0.584834,2
1,1,0.632765,7
1,1,0.582159,2
1,1,0.573234,7
1,1,0.628477,5
1,0,0.460653,3
1,0,0.094022,3
1,0,0.154626,3
1,1,0.523897,0
1,1,0.617202,3
1,1,0.571458,8
1,1,0.531315,5
1,0,0.474674,4
1,0,0.383435,1
1,0,0.483126,1
1,1,0.595695,4
1,1,0.567609,4
1,0,0.234536,8
1,1,0.540251,5
1,0,0.252873,3
1,0,0.473797,1
1,1,0.569123,8
1,1,0.528618,0
1,1,0.578082,7
1,1,0.570951,8
1,1,0.539397,2
1,1,0.569522,8
1,1,0.569121,7
1,0,0.498510,1
1,1,0.639922,0
1,1,0.584445,7
1,1,0.689059,3
1,1,0.591136,2
1,1,0.530627,8
1,1,0.589931,2
1,1,0.580186,7
1,0,0.478093,2
1,1,0.517059,3
1,0,0.466278,8
1,1,0.524415,1
1,1,0.571459,8
1,1,0.611261,2
1,1,0.593102,2
1,0,0.464036,3
1,1,0.529724,8
1,0,0.329666,4
1,1,0.573756,7
1,1,0.560110,2
1,1,0.611480,2
1,1,0.599720,7
1,1,0.618953,2
1,1,0.571236,0
1,1,0.561524,1
1,0,0.240538,1
1,0,0.266744,4
1,1,0.619924,0
1,1,0.570047,8
1,0,0.215549,1
1,1,0.570289,8
1,1,0.511400,9
1,1,0.552464,0
1,1,0.544913,9
1,1,0.546345,6
1,1,0.550246,6
1,0,0.399567,4
1,0,0.399106,1
1,0,0.271295,0
1,1,0.562164,9
1,1,0.582436,3
1,1,0.585656,2
1,1,0.561619,9
1,1,0.566954,0
1,0,0.428713,8
1,1,0.528843,2
1,1,0.518719,5
1,1,0.552417,3
1,1,0.553291,6
1,0,0.451896,8
1,1,0.555382,9
1,1,0.564136,1
1,1,0.554272,1
1,1,0.641531,3
1,1,0.561192,9
1,1,0.597522,4
1,0,0.436054,5
1,1,0.622785,3
1,1,0.545869,8
1,1,0.565732,1
1,1,0.569256,8
1,1,0.561564,9
1,1,0.612730,5
1,1,0.545672,9
1,1,0.617795,5
1,1,0.519513,3
1,1,0.550476,9
1,1,0.572771,0
1,1,0.555068,6
1,1,0.589849,7
1,0,0.185591,9
1,0,0.414677,1
1,0,0.250272,3
1,1,0.573459,7
1,1,0.640043,3
1,1,0.624608,2
1,1,0.548248,6
1,1,0.569574,0
1,1,0.583138,2
1,1,0.549492,7
1,1,0.596628,3
1,1,0.508593,3
1,1,0.547539,6
1,1,0.549145,8
1,1,0.562691,8
1,1,0.519557,9
1,1,0.571884,8
1,1,0.572959,7
1,1,0.564230,9
1,1,0.563503,8
1,1,0.575928,7
1,1,0.556872,7
1,1,0.534785,1
1,0,0.221470,8
1,0,0.438771,5
1,1,0.556805,9
1,0,0.485682,6
1,0,0.443934,5
1,1,0.571747,8
1,0,0.197309,5
1,1,0.550341,6
1,1,0.563870,1
1,1,0.637807,2
1,0,0.475929,5
1,0,0.395371,5
1,1,0.564291,1
1,1,0.619747,3
1,1,0.572969,7
1,0,0.470433,4
1,1,0.648215,3
1,1,0.558638,0
1,1,0.527096,4
1,0,0.195845,9
1,0,0.058930,6
1,1,0.554436,6
1,1,0.583427,2
1,1,0.540202,0
1,1,0.690184,3
1,0,0.438278,0
1,1,0.613409,2
1,1,0.560434,0
1,0,0.369422,2
1,1,0.571861,8
1,1,0.557780,6
1,1,0.570883,8
1,0,0.493227,5
1,1,0.529994,0
1,1,0.568353,7
1,0,0.490420,9
1,1,0.602182,2
1,1,0.543711,0
1,1,0.516624,5
1,1,0.552425,6
1,1,0.519082,8
1,1,0.561419,7
1,1,0.591001,3
1,1,0.559471,9
1,0,0.483269,2
1,1,0.588027,2
1,1,0.507844,4
1,1,0.547006,6
1,1,0.562472,9
1,1,0.513489,9
1,1,0.571407,8
1,1,0.557353,9
1,1,0.602091,7
1,0,0.464314,4
1,1,0.573355,7
1,0,0.493521,5
1,1,0.501297,4
1,1,0.561653,4
1,0,0.383303,4
1,0,0.183560,3
1,1,0.554871,4
1,1,0.580069,8
1,0,0.396218,5
1,1,0.570647,8
1,1,0.559115,9
1,1,0.569088,0
1,1,0.520664,6
1,1,0.561749,1
1,1,0.560119,6
1,0,0.433969,3
1,1,0.583408,5
1,1,0.548350,1
1,1,0.572696,0
1,0,0.492321,5
1,1,0.561577,9
1,1,0.566138,8
1,1,0.571821,8
1,1,0.565676,1
1,1,0.604811,2
1,1,0.556248,0
1,0,0.478272,5
1,1,0.556634,6
1,0,0.478462,9
1,0,0.329077,3
1,1,0.595639,4
1,0,0.447980,4
1,1,0.575959,3
1,1,0.567941,7
1,1,0.556838,9
1,1,0.557584,6
1,1,0.573632,7
1,1,0.604722,5
1,1,0.562857,7
1,0,0.191234,5
1,0,0.439516,3
1,1,0.608905,4
1,1,0.508497,1
1,1,0.558228,1
1,1,0.504474,0
1,1,0.616143,7
1,1,0.604164,7
1,1,0.626123,5
1,1,0.567148,1
1,1,0.549004,9
1,1,0.562690,9
1,1,0.573093,7
1,1,0.526245,0
1,1,0.560914,9
1,1,0.552769,6
1,1,0.566059,1
1,1,0.536746,3
1,1,0.564268,7
1,1,0.506678,3
1,1,0.551878,6
1,1,0.561191,8
1,1,0.535661,4
1,1,0.557624,6
1,1,0.639669,3
1,1,0.598226,5
1,0,0.491878,3
1,1,0.559512,7
1,1,0.568002,3
1,1,0.591258,2
1,0,0.321534,4
1,1,0.535406,3
1,1,0.555822,0
1,1,0.582457,2
1,1,0.522774,1
1,1,0.558597,5
1,1,0.576176,7
1,1,0.555651,7
1,1,0.593759,7
1,0,0.294068,1
1,1,0.622147,5
1,1,0.572490,0
1,1,0.625314,2
1,1,0.557115,1
1,1,0.617487,3
1,1,0.569109,9
1,1,0.567390,3
1,1,0.602527,2
1,0,0.484714,5
1,1,0.595340,3
1,1,0.560715,5
1,1,0.618459,3
1,1,0.605590,7
1,1,0.584061,7
1,0,0.463951,9
1,1,0.509354,3
1,1,0.508645,9
1,1,0.541766,9
1,0,0.450715,4
1,1,0.548618,5
1,1,0.600809,5
1,1,0.548291,7
1,1,0.572132,0
1,1,0.564095,9
1,1,0.561135,9
1,1,0.571735,8
1,0,0.332662,6
1,1,0.504947,9
1,0,0.483728,5
1,0,0.490623,9
1,1,0.569609,8
1,1,0.524060,1
1,0,0.408896,2
1,1,0.715012,2
1,0,0.415573,3
1,0,0.192677,9
1,0,0.095376,5
1,0,0.416308,3
1,0,0.253156,5
1,1,0.618031,4
1,1,0.639141,0
1,1,0.570296,7
1,1,0.546100,1
1,1,0.617053,5
1,1,0.536781,8
1,1,0.505910,5
1,0,0.358048,1
1,1,0.500067,3
1,1,0.566170,8
1,1,0.587554,0
1,0,0.108382,9
1,1,0.512442,1
1,1,0.546033,2
1,1,0.616930,2
1,1,0.513982,9
1,1,0.546936,0
1,1,0.547357,6
1,1,0.639638,3
1,1,0.561544,9
1,1,0.609373,4
1,1,0.580271,7
